Month Name,Agency,Description,Borough,# of Incidents,Response Times
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7481,64.29
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5470,49.41
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1325,63.93
2017 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,9,11.11
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,390,42.46
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,596,70.13
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,452,45.83
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,380,41.21
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,93,45.16
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,1,0
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,390,54.22
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,596,28.52
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,452,51.32
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,380,54.07
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,93,52.69
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,1,100
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,390,2.81
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,596,0.84
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,452,2.63
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,380,4.72
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,93,1.08
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,1,0
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,390,0.77
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,596,0.5
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,452,0.22
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,380,0
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,93,1.08
2017 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,1,0
2017 / 09,FDNY,Average response time to structural fires,Bronx,281,308.8
2017 / 09,FDNY,Average response time to structural fires,Brooklyn,358,263.66
2017 / 09,FDNY,Average response time to structural fires,Manhattan,282,316.66
2017 / 09,FDNY,Average response time to structural fires,Queens,190,307.57
2017 / 09,FDNY,Average response time to structural fires,Staten Island,40,292.92
2017 / 09,FDNY,Average response time to non-structural fires,Bronx,107,367.03
2017 / 09,FDNY,Average response time to non-structural fires,Brooklyn,247,374.86
2017 / 09,FDNY,Average response time to non-structural fires,Manhattan,149,353.95
2017 / 09,FDNY,Average response time to non-structural fires,Queens,175,365.24
2017 / 09,FDNY,Average response time to non-structural fires,Staten Island,35,338.74
2017 / 09,FDNY,Average response time to non-fire emergencies,Bronx,5425,543.28
2017 / 09,FDNY,Average response time to non-fire emergencies,Brooklyn,7976,453.66
2017 / 09,FDNY,Average response time to non-fire emergencies,Manhattan,6514,496.72
2017 / 09,FDNY,Average response time to non-fire emergencies,Queens,5315,534.16
2017 / 09,FDNY,Average response time to non-fire emergencies,Staten Island,1255,509.18
2017 / 09,FDNY,Average response time to non-fire emergencies,Unspecified,7,625.14
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,425,442.27
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,585,425.45
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,470,428.3
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,535,456.11
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,120,422.62
2017 / 09,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,236
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9996,546.18
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11790,520.86
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10904,529.36
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8296,535.4
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1804,505.44
2017 / 09,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,15,641.73
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,24408,685.11
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,28584,619.39
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,25028,681.9
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,19745,593.06
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4126,562.32
2017 / 09,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,80,1039.19
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2256,488.58
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3725,415.2
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2829,472.98
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2585,448.47
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,617,427.23
2017 / 09,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,5,516.6
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10591,511.39
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12764,465.8
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11831,494.65
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8940,483.43
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1948,448.02
2017 / 09,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,17,618.29
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5170,58.49
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8013,59.92
2017 / 09,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7464,62.66
